,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
866,Consumer Products/Retail Data Science Manager,USD 82K - 143K (Glassdoor est.),"You will be responsible for the technical direction of client engagements while defining the project strategy, communicating complex concepts to both technical……",4.0,Deloitte,"Tampa, FL",10000+ Employees,1850,Company - Private,Business Consulting,Management & Consulting,$10+ billion (USD)
867,Technical Recruiter (AI/NLP space),-1,"Coordinate and conduct technical assessments, coding tests, and other relevant evaluations to ensure candidates' technical competencies align with job……",-1,Confidential,"Bellevue, WA",-1,-1,-1,-1,-1,-1
868,"Manager, Data Science - ML Automation and Code Quality",-1,"PhD in “STEM” field (Science, Technology, Engineering, or Mathematics) plus 3 years of experience in data analytics. (i.e., not GUI-driven ML).…",3.9,Capital One,"McLean, VA",10000+ Employees,1994,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
869,Senior Investment Data Analyst,USD 92K - 157K (Glassdoor est.),Ability to develop and maintain relationships with internal and external clients and stakeholders at all levels in the organization. Let’s make it count.…,3.7,Vanguard,"Malvern, PA",10000+ Employees,1975,Company - Private,Investment & Asset Management,Financial Services,Unknown / Non-Applicable
870,"Senior Scientist, Commercial Data Science",USD 91K - 151K (Glassdoor est.),"Highly independent with the ability to develop innovative solutions to complex, unstructured problems. Strong background in data science, commercial analytics,……",4.2,Genmab,"Princeton, NJ",1001 to 5000 Employees,1999,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$1 to $5 billion (USD)
871,"Data Scientist, Fulfillment and Operations",USD 90K - 110K (Employer est.),"Master’s degree in Statistics, Economics, Analytics, or other quantitative field with 3+ years of applicable experience OR Bachelor’s degree in Statistics,……",3.4,SupplyHouse,United States,501 to 1000 Employees,2004,Company - Private,Other Retail Stores,Retail & Wholesale,Unknown / Non-Applicable
872,Sr Data Scientist - AI/ML,USD 91K - 130K (Glassdoor est.),"Strong business orientation and problem-solving skills with great attention to details; Ability to solve complex problems using creative ideas, state-of-the-art……",3.4,Kelly,"West Chester, PA",5001 to 10000 Employees,1946,Company - Public,HR Consulting,Human Resources & Staffing,$5 to $10 billion (USD)
873,Senior Research Data Scientist - Imaging,USD 84K - 125K (Glassdoor est.),"Master's degree in computer science, Clinical Informatics, Public Health Administration, Business Administration, or Engineering, or an MD with experience in……",4.3,Houston Methodist Academic Institute,"Houston, TX",10000+ Employees,1919,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable
874,Data Visualization PowerBI Developer,USD 71K - 96K (Glassdoor est.),"Perform technical risk analysis and reliability assessments. The Artificial Intelligence & Data Engineering team leverages the power of data, analytics,……",4.0,Deloitte,"Lake Mary, FL",10000+ Employees,1850,Company - Private,Business Consulting,Management & Consulting,$10+ billion (USD)
875,Senior Marketing Data Analyst,USD 66K - 95K (Glassdoor est.),Serves as project management lead on implementation of marketing visualization tools. Runs deep-dive analysis and answers ad-hoc business questions to drive……,4.2,Insperity,"Kingwood, TX",1001 to 5000 Employees,1986,Company - Public,Business Consulting,Management & Consulting,$5 to $25 million (USD)
876,"Data Scientist, Senior Associate",USD 86K - 138K (Employer est.),"A degree in a related field (e.g., Computer Info Sys, Engineering, in the physical/hard sciences, or other science disciplines with a substantial computational……",3.6,Peraton,"Fort Meade, MD",10000+ Employees,2017,Company - Private,Information Technology Support Services,Information Technology,$5 to $10 billion (USD)
877,Software Engineer 2 (Machine Learning),USD 77K - 127K (Glassdoor est.),"Bachelor’s degree in computer science, software engineering or related field; M.S. preferred. Performs other duties such as data entry, report management and……",2.8,CSAT Solutions,"Houston, TX",1001 to 5000 Employees,--,Company - Private,Computer Hardware Development,Information Technology,$100 to $500 million (USD)
878,"Sr. Data Scientist, Specialist",USD 85K - 116K (Glassdoor est.),"Research, develop, and implement advanced AI/ML solutions to support data-driven business decision making. Serve as the data science expert on cross functional……",3.7,Vanguard,"Malvern, PA",10000+ Employees,1975,Company - Private,Investment & Asset Management,Financial Services,Unknown / Non-Applicable
879,Sr. Data Analyst,USD 85K - 110K (Employer est.),Write clean code that can be maintained and extended by other technical stakeholders. Stay up-to-date with industry technologies and frameworks to identify……,4.1,SteadyMD,United States,51 to 200 Employees,2016,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable
880,Senior Research Scientist and Data Analyst,USD 85K - 117K (Glassdoor est.),"You will be responsible for providing data research and support services for all the organization’s active research projects, including criminal justice data……",3.8,CGL Companies,"Miami, FL",51 to 200 Employees,--,Company - Private,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$5 to $25 million (USD)
881,"Data Analyst, Senior Specialist",USD 92K - 127K (Glassdoor est.),"Leads the development of data quality standards, and the tools and methods used to measure and improve data quality. Let’s make it count.…",3.7,Vanguard,"Malvern, PA",10000+ Employees,1975,Company - Private,Investment & Asset Management,Financial Services,Unknown / Non-Applicable
882,"Manager, Data Science - Financial Services",-1,"Master’s Degree in “STEM” field (Science, Technology, Engineering, or Mathematics), or PhD in “STEM” field (Science, Technology, Engineering, or Mathematics).…",3.9,Capital One,"Plano, TX",10000+ Employees,1994,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
883,"Manager, Data Scientist - Compliance Risk",-1,You have hands-on experience developing data science solutions using open-source tools and cloud computing platforms. At least 4 years’ experience with SQL.…,3.9,Capital One,"Richmond, VA",10000+ Employees,1994,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
884,Lead Engineer - Data Science and Applied Statistics,-1,"Communicate to teams delivering design, manufacturing, assembly, test, field, and repair activities. Uses LEAN tools and approaches, including decision theory……",4.0,GE,"Evendale, OH",10000+ Employees,1892,Company - Public,Machinery Manufacturing,Manufacturing,$10+ billion (USD)
885,Senior Engineer - Generative AI Product Engineering (Remote Eligible),-1,"Bachelor’s degree in Computer Science, Computer Engineering or a technical field. You will work with a team of world-class AI engineers and researchers to……",3.9,Capital One,"Atlanta, GA",10000+ Employees,1994,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
886,Principal Data Science,USD 127K - 177K (Employer est.),"Operates as a subject matter expert on statistical analysis, test and design of experiment, analysis methodology, modeling & application, and financial impact……",3.9,Discover Financial Services,"Chicago, IL",10000+ Employees,1985,Company - Public,Banking & Lending,Financial Services,$1 to $5 billion (USD)
887,Senior Engineer - Generative AI Product Engineering (Remote Eligible),-1,"Bachelor’s degree in Computer Science, Computer Engineering or a technical field. You will work with a team of world-class AI engineers and researchers to……",3.9,Capital One,"Boston, MA",10000+ Employees,1994,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
888,Cloud Data Engineer - Solution Specialist,USD 74K - 104K (Glassdoor est.),"Generate design, development, test plans, detailed functional specifications documents, user interface design, and process flow charts for execution of……",4.0,Deloitte,"Lake Mary, FL",10000+ Employees,1850,Company - Private,Business Consulting,Management & Consulting,$10+ billion (USD)
889,Data Scientist - Workforce Analytics,-1,"Our high performing team works with clients to implement the full spectrum of data analytics and data science, from data architecture and storage to data……",3.7,Guidehouse,United States,1001 to 5000 Employees,2018,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable
890,"Senior Data Analyst (Manager, ERAS Data)",USD 86K - 114K (Glassdoor est.),Offer on-the-spot technical support to the development team by solving data pipelines or issues with data visualization tools as needed during these events.…,4.5,Association of American Medical Colleges,"Washington, DC",501 to 1000 Employees,1876,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$100 to $500 million (USD)
891,Senior Engineer - Generative AI Product Engineering (Remote Eligible),-1,"Bachelor’s degree in Computer Science, Computer Engineering or a technical field. You will work with a team of world-class AI engineers and researchers to……",3.9,Capital One,"New York, NY",10000+ Employees,1994,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
892,Expert Generative AI Prompt Engineer,USD 140K - 175K (Employer est.),"5+ years of professional experience in fields of language and human-computer interaction (i.e: linguistics, cognitive sciences, data science, psychology,……",3.9,Nestlé Purina Pet Care,"Saint Louis, MO",10000+ Employees,1894,Subsidiary or Business Segment,Consumer Product Manufacturing,Manufacturing,Unknown / Non-Applicable
893,Generative AI Developer Consultant,USD 79K - 113K (Glassdoor est.),Experience presenting to clients or other decision makers to present and sell ideas to various audiences (technical and non-technical).…,4.0,Deloitte,"Rosslyn, VA",10000+ Employees,1850,Company - Private,Business Consulting,Management & Consulting,$10+ billion (USD)
894,Staff Machine Learning Engineer - Seattle,USD 235K - 270K (Employer est.),"Bachelor’s degree in Computer Science, a similar technical field of study or equivalent practical experience. In the US, access generous retirement plans like a……",3.7,Rokt,"Seattle, WA",201 to 500 Employees,2012,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable
